Year,EmploymentType,Age,Metric,Value
2009,Non-regularWorker,40to49,Overtime,3.3
2009,Non-regularWorker,50to59,Overtime,3.0
2009,Non-regularWorker,Above60,Overtime,2.5
2009,TotalWorkers,Total,TotalHourlyEarnings,12382.0
2009,TotalWorkers,Under29,TotalHourlyEarnings,8828.0
2009,TotalWorkers,30to39,TotalHourlyEarnings,13439.0
2009,TotalWorkers,40to49,TotalHourlyEarnings,14600.0
2009,TotalWorkers,50to59,TotalHourlyEarnings,13361.0
2009,TotalWorkers,Above60,TotalHourlyEarnings,8891.0
2009,RegularWorker,Total,TotalHourlyEarnings,13828.0
2009,RegularWorker,Under29,TotalHourlyEarnings,9895.0
2009,RegularWorker,30to39,TotalHourlyEarnings,14293.0
2009,RegularWorker,40to49,TotalHourlyEarnings,16287.0
2009,RegularWorker,50to59,TotalHourlyEarnings,15203.0
2009,RegularWorker,Above60,TotalHourlyEarnings,10787.0
2009,Non-regularWorker,Total,TotalHourlyEarnings,7785.0
2009,Non-regularWorker,Under29,TotalHourlyEarnings,6362.0
2009,Non-regularWorker,30to39,TotalHourlyEarnings,8945.0
2009,Non-regularWorker,40to49,TotalHourlyEarnings,8507.0
2009,Non-regularWorker,50to59,TotalHourlyEarnings,8622.0
2009,Non-regularWorker,Above60,TotalHourlyEarnings,6627.0
2009,TotalWorkers,Total,FixedHourlyWage,10591.0
2009,TotalWorkers,Under29,FixedHourlyWage,7802.0
2009,TotalWorkers,30to39,FixedHourlyWage,11364.0
2009,TotalWorkers,40to49,FixedHourlyWage,12225.0
2009,TotalWorkers,50to59,FixedHourlyWage,11538.0
2009,TotalWorkers,Above60,FixedHourlyWage,8316.0
2009,RegularWorker,Total,FixedHourlyWage,11537.0
2009,RegularWorker,Under29,FixedHourlyWage,8502.0
2009,RegularWorker,30to39,FixedHourlyWage,11877.0
2009,RegularWorker,40to49,FixedHourlyWage,13306.0
2009,RegularWorker,50to59,FixedHourlyWage,12750.0
2009,RegularWorker,Above60,FixedHourlyWage,9824.0
2009,Non-regularWorker,Total,FixedHourlyWage,7586.0
2009,Non-regularWorker,Under29,FixedHourlyWage,6181.0
2009,Non-regularWorker,30to39,FixedHourlyWage,8670.0
2009,Non-regularWorker,40to49,FixedHourlyWage,8323.0
2009,Non-regularWorker,50to59,FixedHourlyWage,8420.0
2009,Non-regularWorker,Above60,FixedHourlyWage,6516.0
2009,TotalWorkers,Total,MonthlyEarnings(1000won),2277.0
2009,TotalWorkers,Under29,MonthlyEarnings(1000won),1611.0
2009,TotalWorkers,30to39,MonthlyEarnings(1000won),2466.0
2009,TotalWorkers,40to49,MonthlyEarnings(1000won),2698.0
2009,TotalWorkers,50to59,MonthlyEarnings(1000won),2470.0
2009,TotalWorkers,Above60,MonthlyEarnings(1000won),1622.0
2009,RegularWorker,Total,MonthlyEarnings(1000won),2606.0
2009,RegularWorker,Under29,MonthlyEarnings(1000won),1870.0
2009,RegularWorker,30to39,MonthlyEarnings(1000won),2671.0
2009,RegularWorker,40to49,MonthlyEarnings(1000won),3082.0
2009,RegularWorker,50to59,MonthlyEarnings(1000won),2891.0
2009,RegularWorker,Above60,MonthlyEarnings(1000won),2036.0
2009,Non-regularWorker,Total,MonthlyEarnings(1000won),1232.0
2009,Non-regularWorker,Under29,MonthlyEarnings(1000won),1013.0
2009,Non-regularWorker,30to39,MonthlyEarnings(1000won),1392.0
2009,Non-regularWorker,40to49,MonthlyEarnings(1000won),1313.0
2009,Non-regularWorker,50to59,MonthlyEarnings(1000won),1386.0
2009,Non-regularWorker,Above60,MonthlyEarnings(1000won),1128.0
2009,TotalWorkers,Total,MonthlySalary,1960.0
2009,TotalWorkers,Under29,MonthlySalary,1436.0
2009,TotalWorkers,30to39,MonthlySalary,2100.0
2009,TotalWorkers,40to49,MonthlySalary,2273.0
2009,TotalWorkers,50to59,MonthlySalary,2143.0
2009,TotalWorkers,Above60,MonthlySalary,1524.0
2009,RegularWorker,Total,MonthlySalary,2199.0
2009,RegularWorker,Under29,MonthlySalary,1631.0
2009,RegularWorker,30to39,MonthlySalary,2242.0
2009,RegularWorker,40to49,MonthlySalary,2546.0
2009,RegularWorker,50to59,MonthlySalary,2449.0
2009,RegularWorker,Above60,MonthlySalary,1867.0
2009,Non-regularWorker,Total,MonthlySalary,1202.0
2009,Non-regularWorker,Under29,MonthlySalary,986.0
2009,Non-regularWorker,30to39,MonthlySalary,1348.0
2009,Non-regularWorker,40to49,MonthlySalary,1286.0
2009,Non-regularWorker,50to59,MonthlySalary,1355.0
2009,Non-regularWorker,Above60,MonthlySalary,1114.0
2009,TotalWorkers,Total,FixedSalary,1849.0
2009,TotalWorkers,Under29,FixedSalary,1347.0
2009,TotalWorkers,30to39,FixedSalary,1985.0
2009,TotalWorkers,40to49,FixedSalary,2134.0
2009,TotalWorkers,50to59,FixedSalary,2027.0
2009,TotalWorkers,Above60,FixedSalary,1488.0
2009,RegularWorker,Total,FixedSalary,2063.0
2009,RegularWorker,Under29,FixedSalary,1519.0
2009,RegularWorker,30to39,FixedSalary,2114.0
2009,RegularWorker,40to49,FixedSalary,2377.0
2009,RegularWorker,50to59,FixedSalary,2299.0
2009,RegularWorker,Above60,FixedSalary,1823.0
2009,Non-regularWorker,Total,FixedSalary,1167.0
2009,Non-regularWorker,Under29,FixedSalary,949.0
2009,Non-regularWorker,30to39,FixedSalary,1303.0
2009,Non-regularWorker,40to49,FixedSalary,1255.0
2009,Non-regularWorker,50to59,FixedSalary,1326.0
2009,Non-regularWorker,Above60,FixedSalary,1089.0
2010,TotalWorkers,Total,ActualWorkingHours,187.0
2010,TotalWorkers,Under29,ActualWorkingHours,180.3
2010,TotalWorkers,30to39,ActualWorkingHours,187.6
2010,TotalWorkers,40to49,ActualWorkingHours,189.2
2010,TotalWorkers,50to59,ActualWorkingHours,190.5
2010,TotalWorkers,Above60,ActualWorkingHours,192.8
2010,RegularWorker,Total,ActualWorkingHours,194.4
2010,RegularWorker,Under29,ActualWorkingHours,191.7
2010,RegularWorker,30to39,ActualWorkingHours,191.6
2010,RegularWorker,40to49,ActualWorkingHours,196.7
2010,RegularWorker,50to59,ActualWorkingHours,199.6
2010,RegularWorker,Above60,ActualWorkingHours,201.3
2010,Non-regularWorker,Total,ActualWorkingHours,164.2
2010,Non-regularWorker,Under29,ActualWorkingHours,155.7
2010,Non-regularWorker,30to39,ActualWorkingHours,166.1
2010,Non-regularWorker,40to49,ActualWorkingHours,162.3
2010,Non-regularWorker,50to59,ActualWorkingHours,168.1
2010,Non-regularWorker,Above60,ActualWorkingHours,183.2
2010,TotalWorkers,Total,ContractualWorkingHours,176.2
2010,TotalWorkers,Under29,ContractualWorkingHours,170.1
2010,TotalWorkers,30to39,ContractualWorkingHours,176.3
2010,TotalWorkers,40to49,ContractualWorkingHours,177.2
2010,TotalWorkers,50to59,ContractualWorkingHours,179.3
2010,TotalWorkers,Above60,ContractualWorkingHours,188.7
2010,RegularWorker,Total,ContractualWorkingHours,181.6
2010,RegularWorker,Under29,ContractualWorkingHours,179.1
2010,RegularWorker,30to39,ContractualWorkingHours,179.3
2010,RegularWorker,40to49,ContractualWorkingHours,182.5
2010,RegularWorker,50to59,ContractualWorkingHours,185.3
2010,RegularWorker,Above60,ContractualWorkingHours,196.0
2010,Non-regularWorker,Total,ContractualWorkingHours,159.8
2010,Non-regularWorker,Under29,ContractualWorkingHours,150.8
2010,Non-regularWorker,30to39,ContractualWorkingHours,160.3
2010,Non-regularWorker,40to49,ContractualWorkingHours,158.4
2010,Non-regularWorker,50to59,ContractualWorkingHours,164.5
2010,Non-regularWorker,Above60,ContractualWorkingHours,180.5
2010,TotalWorkers,Total,Overtime,10.8
2010,TotalWorkers,Under29,Overtime,10.2
2010,TotalWorkers,30to39,Overtime,11.3
2010,TotalWorkers,40to49,Overtime,11.9
2010,TotalWorkers,50to59,Overtime,11.2
2010,TotalWorkers,Above60,Overtime,4.1
2010,RegularWorker,Total,Overtime,12.9
2010,RegularWorker,Under29,Overtime,12.6
2010,RegularWorker,30to39,Overtime,12.3
2010,RegularWorker,40to49,Overtime,14.2
2010,RegularWorker,50to59,Overtime,14.3
2010,RegularWorker,Above60,Overtime,5.3
2010,Non-regularWorker,Total,Overtime,4.4
2010,Non-regularWorker,Under29,Overtime,4.9
2010,Non-regularWorker,30to39,Overtime,5.8
2010,Non-regularWorker,40to49,Overtime,3.9
2010,Non-regularWorker,50to59,Overtime,3.6
2010,Non-regularWorker,Above60,Overtime,2.7
2010,TotalWorkers,Total,TotalHourlyEarnings,12878.0
2010,TotalWorkers,Under29,TotalHourlyEarnings,9185.0
2010,TotalWorkers,30to39,TotalHourlyEarnings,14099.0
2010,TotalWorkers,40to49,TotalHourlyEarnings,15044.0
2010,TotalWorkers,50to59,TotalHourlyEarnings,13666.0
2010,TotalWorkers,Above60,TotalHourlyEarnings,9165.0
2010,RegularWorker,Total,TotalHourlyEarnings,14388.0
2010,RegularWorker,Under29,TotalHourlyEarnings,10373.0
2010,RegularWorker,30to39,TotalHourlyEarnings,14921.0
2010,RegularWorker,40to49,TotalHourlyEarnings,16669.0
2010,RegularWorker,50to59,TotalHourlyEarnings,15644.0
2010,RegularWorker,Above60,TotalHourlyEarnings,10940.0
2010,Non-regularWorker,Total,TotalHourlyEarnings,8236.0
2010,Non-regularWorker,Under29,TotalHourlyEarnings,6627.0
2010,Non-regularWorker,30to39,TotalHourlyEarnings,9653.0
2010,Non-regularWorker,40to49,TotalHourlyEarnings,9199.0
2010,Non-regularWorker,50to59,TotalHourlyEarnings,8769.0
2010,Non-regularWorker,Above60,TotalHourlyEarnings,7177.0
2010,TotalWorkers,Total,FixedHourlyWage,11155.0
2010,TotalWorkers,Under29,FixedHourlyWage,8272.0
2010,TotalWorkers,30to39,FixedHourlyWage,12064.0
2010,TotalWorkers,40to49,FixedHourlyWage,12762.0
2010,TotalWorkers,50to59,FixedHourlyWage,11876.0
2010,TotalWorkers,Above60,FixedHourlyWage,8628.0
2010,RegularWorker,Total,FixedHourlyWage,12160.0
2010,RegularWorker,Under29,FixedHourlyWage,9096.0
2010,RegularWorker,30to39,FixedHourlyWage,12560.0
2010,RegularWorker,40to49,FixedHourlyWage,13804.0
2010,RegularWorker,50to59,FixedHourlyWage,13186.0
2010,RegularWorker,Above60,FixedHourlyWage,10023.0
2010,Non-regularWorker,Total,FixedHourlyWage,8067.0
2010,Non-regularWorker,Under29,FixedHourlyWage,6499.0
2010,Non-regularWorker,30to39,FixedHourlyWage,9380.0
2010,Non-regularWorker,40to49,FixedHourlyWage,9014.0
2010,Non-regularWorker,50to59,FixedHourlyWage,8634.0
2010,Non-regularWorker,Above60,FixedHourlyWage,7066.0
2010,TotalWorkers,Total,MonthlyEarnings(1000won),2326.0
2010,TotalWorkers,Under29,MonthlyEarnings(1000won),1636.0
2010,TotalWorkers,30to39,MonthlyEarnings(1000won),2540.0
2010,TotalWorkers,40to49,MonthlyEarnings(1000won),2734.0
2010,TotalWorkers,50to59,MonthlyEarnings(1000won),2491.0
2010,TotalWorkers,Above60,MonthlyEarnings(1000won),1640.0
2010,RegularWorker,Total,MonthlyEarnings(1000won),2677.0
2010,RegularWorker,Under29,MonthlyEarnings(1000won),1925.0
2010,RegularWorker,30to39,MonthlyEarnings(1000won),2745.0
2010,RegularWorker,40to49,MonthlyEarnings(1000won),3121.0
2010,RegularWorker,50to59,MonthlyEarnings(1000won),2955.0
2010,RegularWorker,Above60,MonthlyEarnings(1000won),2054.0
2010,Non-regularWorker,Total,MonthlyEarnings(1000won),1244.0
2010,Non-regularWorker,Under29,MonthlyEarnings(1000won),1014.0
2010,Non-regularWorker,30to39,MonthlyEarnings(1000won),1430.0
2010,Non-regularWorker,40to49,MonthlyEarnings(1000won),1342.0
2010,Non-regularWorker,50to59,MonthlyEarnings(1000won),1343.0
2010,Non-regularWorker,Above60,MonthlyEarnings(1000won),1177.0
2010,TotalWorkers,Total,MonthlySalary,2023.0
2010,TotalWorkers,Under29,MonthlySalary,1482.0
2010,TotalWorkers,30to39,MonthlySalary,2183.0
2010,TotalWorkers,40to49,MonthlySalary,2329.0
2010,TotalWorkers,50to59,MonthlySalary,2173.0
2010,TotalWorkers,Above60,MonthlySalary,1550.0
2010,RegularWorker,Total,MonthlySalary,2285.0
2010,RegularWorker,Under29,MonthlySalary,1708.0
2010,RegularWorker,30to39,MonthlySalary,2330.0
2010,RegularWorker,40to49,MonthlySalary,2611.0
2010,RegularWorker,50to59,MonthlySalary,2517.0
2010,RegularWorker,Above60,MonthlySalary,1896.0
2010,Non-regularWorker,Total,MonthlySalary,1219.0
2010,Non-regularWorker,Under29,MonthlySalary,997.0
2010,Non-regularWorker,30to39,MonthlySalary,1387.0
2010,Non-regularWorker,40to49,MonthlySalary,1313.0
2010,Non-regularWorker,50to59,MonthlySalary,1321.0
2010,Non-regularWorker,Above60,MonthlySalary,1163.0
2010,TotalWorkers,Total,FixedSalary,1904.0
2010,TotalWorkers,Under29,FixedSalary,1389.0
2010,TotalWorkers,30to39,FixedSalary,2058.0
2010,TotalWorkers,40to49,FixedSalary,2184.0
2010,TotalWorkers,50to59,FixedSalary,2042.0
2010,TotalWorkers,Above60,FixedSalary,1509.0
2010,RegularWorker,Total,FixedSalary,2139.0
2010,RegularWorker,Under29,FixedSalary,1590.0
2010,RegularWorker,30to39,FixedSalary,2191.0
2010,RegularWorker,40to49,FixedSalary,2435.0
2010,RegularWorker,50to59,FixedSalary,2347.0
2010,RegularWorker,Above60,FixedSalary,1844.0
2010,Non-regularWorker,Total,FixedSalary,1181.0
2010,Non-regularWorker,Under29,FixedSalary,958.0
2010,Non-regularWorker,30to39,FixedSalary,1337.0
2010,Non-regularWorker,40to49,FixedSalary,1278.0
2010,Non-regularWorker,50to59,FixedSalary,1289.0
2010,Non-regularWorker,Above60,FixedSalary,1135.0
2011,TotalWorkers,Total,ActualWorkingHours,180.8
2011,TotalWorkers,Under29,ActualWorkingHours,175.6
2011,TotalWorkers,30to39,ActualWorkingHours,183.0
2011,TotalWorkers,40to49,ActualWorkingHours,182.3
2011,TotalWorkers,50to59,ActualWorkingHours,181.5
2011,TotalWorkers,Above60,ActualWorkingHours,180.6
2011,RegularWorker,Total,ActualWorkingHours,190.7
2011,RegularWorker,Under29,ActualWorkingHours,188.9
2011,RegularWorker,30to39,ActualWorkingHours,188.0
2011,RegularWorker,40to49,ActualWorkingHours,191.8
2011,RegularWorker,50to59,ActualWorkingHours,195.1
2011,RegularWorker,Above60,ActualWorkingHours,195.9
2011,Non-regularWorker,Total,ActualWorkingHours,152.2
2011,Non-regularWorker,Under29,ActualWorkingHours,148.7
2011,Non-regularWorker,30to39,ActualWorkingHours,156.2
2011,Non-regularWorker,40to49,ActualWorkingHours,150.1
2011,Non-regularWorker,50to59,ActualWorkingHours,150.4
2011,Non-regularWorker,Above60,ActualWorkingHours,163.0
2011,TotalWorkers,Total,ContractualWorkingHours,169.5
2011,TotalWorkers,Under29,ContractualWorkingHours,164.7
2011,TotalWorkers,30to39,ContractualWorkingHours,171.1
2011,TotalWorkers,40to49,ContractualWorkingHours,170.2
2011,TotalWorkers,50to59,ContractualWorkingHours,170.0
2011,TotalWorkers,Above60,ContractualWorkingHours,175.6
2011,RegularWorker,Total,ContractualWorkingHours,177.3
2011,RegularWorker,Under29,ContractualWorkingHours,175.6
2011,RegularWorker,30to39,ContractualWorkingHours,175.4
2011,RegularWorker,40to49,ContractualWorkingHours,177.4
2011,RegularWorker,50to59,ContractualWorkingHours,180.2
2011,RegularWorker,Above60,ContractualWorkingHours,189.1
2011,Non-regularWorker,Total,ContractualWorkingHours,147.0
2011,Non-regularWorker,Under29,ContractualWorkingHours,142.7
2011,Non-regularWorker,30to39,ContractualWorkingHours,148.3
2011,Non-regularWorker,40to49,ContractualWorkingHours,145.6
2011,Non-regularWorker,50to59,ContractualWorkingHours,146.8
2011,Non-regularWorker,Above60,ContractualWorkingHours,160.1
2011,TotalWorkers,Total,Overtime,11.3
2011,TotalWorkers,Under29,Overtime,10.9
2011,TotalWorkers,30to39,Overtime,11.9
2011,TotalWorkers,40to49,Overtime,12.2
2011,TotalWorkers,50to59,Overtime,11.5
2011,TotalWorkers,Above60,Overtime,5.0
2011,RegularWorker,Total,Overtime,13.4
2011,RegularWorker,Under29,Overtime,13.3
2011,RegularWorker,30to39,Overtime,12.6
2011,RegularWorker,40to49,Overtime,14.4
2011,RegularWorker,50to59,Overtime,14.9
2011,RegularWorker,Above60,Overtime,6.8
2011,Non-regularWorker,Total,Overtime,5.2
2011,Non-regularWorker,Under29,Overtime,6.0
2011,Non-regularWorker,30to39,Overtime,7.9
2011,Non-regularWorker,40to49,Overtime,4.5
2011,Non-regularWorker,50to59,Overtime,3.6
2011,Non-regularWorker,Above60,Overtime,2.8
2011,TotalWorkers,Total,TotalHourlyEarnings,13769.0
2011,TotalWorkers,Under29,TotalHourlyEarnings,9811.0
2011,TotalWorkers,30to39,TotalHourlyEarnings,14807.0
2011,TotalWorkers,40to49,TotalHourlyEarnings,16171.0
2011,TotalWorkers,50to59,TotalHourlyEarnings,14638.0
2011,TotalWorkers,Above60,TotalHourlyEarnings,9978.0
2011,RegularWorker,Total,TotalHourlyEarnings,15289.0
2011,RegularWorker,Under29,TotalHourlyEarnings,11038.0
2011,RegularWorker,30to39,TotalHourlyEarnings,15521.0
2011,RegularWorker,40to49,TotalHourlyEarnings,17865.0
2011,RegularWorker,50to59,TotalHourlyEarnings,16672.0
2011,RegularWorker,Above60,TotalHourlyEarnings,11292.0
2011,Non-regularWorker,Total,TotalHourlyEarnings,9372.0
2011,Non-regularWorker,Under29,TotalHourlyEarnings,7337.0
2011,Non-regularWorker,30to39,TotalHourlyEarnings,11014.0
2011,Non-regularWorker,40to49,TotalHourlyEarnings,10415.0
2011,Non-regularWorker,50to59,TotalHourlyEarnings,10014.0
2011,Non-regularWorker,Above60,TotalHourlyEarnings,8464.0
2011,TotalWorkers,Total,FixedHourlyWage,11916.0
2011,TotalWorkers,Under29,FixedHourlyWage,8791.0
2011,TotalWorkers,30to39,FixedHourlyWage,12714.0
2011,TotalWorkers,40to49,FixedHourlyWage,13713.0
2011,TotalWorkers,50to59,FixedHourlyWage,12636.0
2011,TotalWorkers,Above60,FixedHourlyWage,9386.0
2011,RegularWorker,Total,FixedHourlyWage,12863.0
2011,RegularWorker,Under29,FixedHourlyWage,9606.0
2011,RegularWorker,30to39,FixedHourlyWage,13085.0
2011,RegularWorker,40to49,FixedHourlyWage,14743.0
2011,RegularWorker,50to59,FixedHourlyWage,13864.0
2011,RegularWorker,Above60,FixedHourlyWage,10286.0
2011,Non-regularWorker,Total,FixedHourlyWage,9177.0
2011,Non-regularWorker,Under29,FixedHourlyWage,7148.0
2011,Non-regularWorker,30to39,FixedHourlyWage,10738.0
2011,Non-regularWorker,40to49,FixedHourlyWage,10218.0
2011,Non-regularWorker,50to59,FixedHourlyWage,9846.0
2011,Non-regularWorker,Above60,FixedHourlyWage,8349.0
2011,TotalWorkers,Total,MonthlyEarnings(1000won),2428.0
2011,TotalWorkers,Under29,MonthlyEarnings(1000won),1727.0
2011,TotalWorkers,30to39,MonthlyEarnings(1000won),2619.0
2011,TotalWorkers,40to49,MonthlyEarnings(1000won),2858.0
2011,TotalWorkers,50to59,MonthlyEarnings(1000won),2582.0
2011,TotalWorkers,Above60,MonthlyEarnings(1000won),1695.0
2011,RegularWorker,Total,MonthlyEarnings(1000won),2814.0
2011,RegularWorker,Under29,MonthlyEarnings(1000won),2038.0
2011,RegularWorker,30to39,MonthlyEarnings(1000won),2830.0
2011,RegularWorker,40to49,MonthlyEarnings(1000won),3294.0
2011,RegularWorker,50to59,MonthlyEarnings(1000won),3106.0
2011,RegularWorker,Above60,MonthlyEarnings(1000won),2088.0
2011,Non-regularWorker,Total,MonthlyEarnings(1000won),1309.0
2011,Non-regularWorker,Under29,MonthlyEarnings(1000won),1100.0
2011,Non-regularWorker,30to39,MonthlyEarnings(1000won),1495.0
2011,Non-regularWorker,40to49,MonthlyEarnings(1000won),1379.0
2011,Non-regularWorker,50to59,MonthlyEarnings(1000won),1391.0
2011,Non-regularWorker,Above60,MonthlyEarnings(1000won),1242.0
2011,TotalWorkers,Total,MonthlySalary,2102.0
2011,TotalWorkers,Under29,MonthlySalary,1556.0
2011,TotalWorkers,30to39,MonthlySalary,2249.0
2011,TotalWorkers,40to49,MonthlySalary,2421.0
2011,TotalWorkers,50to59,MonthlySalary,2226.0
2011,TotalWorkers,Above60,MonthlySalary,1597.0
2011,RegularWorker,Total,MonthlySalary,2385.0
2011,RegularWorker,Under29,MonthlySalary,1795.0
2011,RegularWorker,30to39,MonthlySalary,2399.0
2011,RegularWorker,40to49,MonthlySalary,2735.0
2011,RegularWorker,50to59,MonthlySalary,2604.0
2011,RegularWorker,Above60,MonthlySalary,1919.0
2011,Non-regularWorker,Total,MonthlySalary,1282.0
2011,Non-regularWorker,Under29,MonthlySalary,1076.0
2011,Non-regularWorker,30to39,MonthlySalary,1454.0
2011,Non-regularWorker,40to49,MonthlySalary,1351.0
2011,Non-regularWorker,50to59,MonthlySalary,1365.0
2011,Non-regularWorker,Above60,MonthlySalary,1227.0
2011,TotalWorkers,Total,FixedSalary,1970.0
2011,TotalWorkers,Under29,FixedSalary,1448.0
2011,TotalWorkers,30to39,FixedSalary,2113.0
2011,TotalWorkers,40to49,FixedSalary,2265.0
2011,TotalWorkers,50to59,FixedSalary,2083.0
2011,TotalWorkers,Above60,FixedSalary,1549.0
2011,RegularWorker,Total,FixedSalary,2225.0
2011,RegularWorker,Under29,FixedSalary,1659.0
2011,RegularWorker,30to39,FixedSalary,2250.0
2011,RegularWorker,40to49,FixedSalary,2547.0
2011,RegularWorker,50to59,FixedSalary,2415.0
2011,RegularWorker,Above60,FixedSalary,1853.0
2011,Non-regularWorker,Total,FixedSalary,1233.0
2011,Non-regularWorker,Under29,FixedSalary,1022.0
2011,Non-regularWorker,30to39,FixedSalary,1382.0
2011,Non-regularWorker,40to49,FixedSalary,1307.0
2011,Non-regularWorker,50to59,FixedSalary,1328.0
2011,Non-regularWorker,Above60,FixedSalary,1199.0
2012,TotalWorkers,Total,ActualWorkingHours,173.7
2012,TotalWorkers,Under29,ActualWorkingHours,166.6
2012,TotalWorkers,30to39,ActualWorkingHours,176.5
2012,TotalWorkers,40to49,ActualWorkingHours,175.9
2012,TotalWorkers,50to59,ActualWorkingHours,175.4
2012,TotalWorkers,Above60,ActualWorkingHours,169.8
2012,RegularWorker,Total,ActualWorkingHours,184.4
2012,RegularWorker,Under29,ActualWorkingHours,183.3
2012,RegularWorker,30to39,ActualWorkingHours,181.5
2012,RegularWorker,40to49,ActualWorkingHours,185.4
2012,RegularWorker,50to59,ActualWorkingHours,189.0
2012,RegularWorker,Above60,ActualWorkingHours,186.8
2012,Non-regularWorker,Total,ActualWorkingHours,140.1
2012,Non-regularWorker,Under29,ActualWorkingHours,132.4
2012,Non-regularWorker,30to39,ActualWorkingHours,146.5
2012,Non-regularWorker,40to49,ActualWorkingHours,137.6
2012,Non-regularWorker,50to59,ActualWorkingHours,140.7
2012,Non-regularWorker,Above60,ActualWorkingHours,152.0
2012,TotalWorkers,Total,ContractualWorkingHours,162.1
2012,TotalWorkers,Under29,ContractualWorkingHours,155.1
2012,TotalWorkers,30to39,ContractualWorkingHours,164.2
2012,TotalWorkers,40to49,ContractualWorkingHours,163.7
2012,TotalWorkers,50to59,ContractualWorkingHours,163.7
2012,TotalWorkers,Above60,ContractualWorkingHours,164.9
2012,RegularWorker,Total,ContractualWorkingHours,170.9
2012,RegularWorker,Under29,ContractualWorkingHours,169.5
2012,RegularWorker,30to39,ContractualWorkingHours,168.6
2012,RegularWorker,40to49,ContractualWorkingHours,171.3
2012,RegularWorker,50to59,ContractualWorkingHours,174.1
2012,RegularWorker,Above60,ContractualWorkingHours,180.2
2012,Non-regularWorker,Total,ContractualWorkingHours,134.6
2012,Non-regularWorker,Under29,ContractualWorkingHours,125.4
2012,Non-regularWorker,30to39,ContractualWorkingHours,138.2
2012,Non-regularWorker,40to49,ContractualWorkingHours,133.1
2012,Non-regularWorker,50to59,ContractualWorkingHours,136.9
2012,Non-regularWorker,Above60,ContractualWorkingHours,149.0
2012,TotalWorkers,Total,Overtime,11.6
2012,TotalWorkers,Under29,Overtime,11.5
2012,TotalWorkers,30to39,Overtime,12.3
2012,TotalWorkers,40to49,Overtime,12.2
2012,TotalWorkers,50to59,Overtime,11.7
2012,TotalWorkers,Above60,Overtime,4.9
2012,RegularWorker,Total,Overtime,13.5
2012,RegularWorker,Under29,Overtime,13.8
2012,RegularWorker,30to39,Overtime,13.0
2012,RegularWorker,40to49,Overtime,14.1
2012,RegularWorker,50to59,Overtime,14.9
2012,RegularWorker,Above60,Overtime,6.6
2012,Non-regularWorker,Total,Overtime,5.5
2012,Non-regularWorker,Under29,Overtime,6.9
2012,Non-regularWorker,30to39,Overtime,8.3
2012,Non-regularWorker,40to49,Overtime,4.5
2012,Non-regularWorker,50to59,Overtime,3.7
2012,Non-regularWorker,Above60,Overtime,3.1
2012,TotalWorkers,Total,TotalHourlyEarnings,14967.0
2012,TotalWorkers,Under29,TotalHourlyEarnings,10660.0
2012,TotalWorkers,30to39,TotalHourlyEarnings,15979.0
2012,TotalWorkers,40to49,TotalHourlyEarnings,17469.0
2012,TotalWorkers,50to59,TotalHourlyEarnings,15886.0
2012,TotalWorkers,Above60,TotalHourlyEarnings,11246.0
2012,RegularWorker,Total,TotalHourlyEarnings,16403.0
2012,RegularWorker,Under29,TotalHourlyEarnings,11863.0
2012,RegularWorker,30to39,TotalHourlyEarnings,16624.0
2012,RegularWorker,40to49,TotalHourlyEarnings,18855.0
2012,RegularWorker,50to59,TotalHourlyEarnings,17686.0
2012,RegularWorker,Above60,TotalHourlyEarnings,13125.0
2012,Non-regularWorker,Total,TotalHourlyEarnings,10437.0
2012,Non-regularWorker,Under29,TotalHourlyEarnings,8183.0
2012,Non-regularWorker,30to39,TotalHourlyEarnings,12110.0
2012,Non-regularWorker,40to49,TotalHourlyEarnings,11895.0
2012,Non-regularWorker,50to59,TotalHourlyEarnings,11256.0
2012,Non-regularWorker,Above60,TotalHourlyEarnings,9289.0
2012,TotalWorkers,Total,FixedHourlyWage,13145.0
2012,TotalWorkers,Under29,FixedHourlyWage,9649.0
2012,TotalWorkers,30to39,FixedHourlyWage,13887.0
2012,TotalWorkers,40to49,FixedHourlyWage,15082.0
2012,TotalWorkers,50to59,FixedHourlyWage,13991.0
2012,TotalWorkers,Above60,FixedHourlyWage,10632.0
2012,RegularWorker,Total,FixedHourlyWage,14075.0
2012,RegularWorker,Under29,FixedHourlyWage,10440.0
2012,RegularWorker,30to39,FixedHourlyWage,14232.0
2012,RegularWorker,40to49,FixedHourlyWage,15941.0
2012,RegularWorker,50to59,FixedHourlyWage,15136.0
2012,RegularWorker,Above60,FixedHourlyWage,12140.0
2012,Non-regularWorker,Total,FixedHourlyWage,10212.0
2012,Non-regularWorker,Under29,FixedHourlyWage,8021.0
2012,Non-regularWorker,30to39,FixedHourlyWage,11816.0
2012,Non-regularWorker,40to49,FixedHourlyWage,11632.0
2012,Non-regularWorker,50to59,FixedHourlyWage,11044.0
2012,Non-regularWorker,Above60,FixedHourlyWage,9061.0
2012,TotalWorkers,Total,MonthlyEarnings(1000won),2527.0
2012,TotalWorkers,Under29,MonthlyEarnings(1000won),1779.0
2012,TotalWorkers,30to39,MonthlyEarnings(1000won),2720.0
2012,TotalWorkers,40to49,MonthlyEarnings(1000won),2961.0
2012,TotalWorkers,50to59,MonthlyEarnings(1000won),2691.0
2012,TotalWorkers,Above60,MonthlyEarnings(1000won),1777.0
2012,RegularWorker,Total,MonthlyEarnings(1000won),2903.0
