Year,EmploymentType,Age,Metric,Value
2020,Non-regularWorker,50to59,FixedHourlyWage,16502.0
2020,Non-regularWorker,Above60,FixedHourlyWage,14397.0
2020,TotalWorkers,Total,MonthlyEarnings(1000won),3180.0
2020,TotalWorkers,Under29,MonthlyEarnings(1000won),2221.0
2020,TotalWorkers,30to39,MonthlyEarnings(1000won),3387.0
2020,TotalWorkers,40to49,MonthlyEarnings(1000won),3767.0
2020,TotalWorkers,50to59,MonthlyEarnings(1000won),3466.0
2020,TotalWorkers,Above60,MonthlyEarnings(1000won),2406.0
2020,RegularWorker,Total,MonthlyEarnings(1000won),3693.0
2020,RegularWorker,Under29,MonthlyEarnings(1000won),2714.0
2020,RegularWorker,30to39,MonthlyEarnings(1000won),3634.0
2020,RegularWorker,40to49,MonthlyEarnings(1000won),4174.0
2020,RegularWorker,50to59,MonthlyEarnings(1000won),4059.0
2020,RegularWorker,Above60,MonthlyEarnings(1000won),3099.0
2020,Non-regularWorker,Total,MonthlyEarnings(1000won),1620.0
2020,Non-regularWorker,Under29,MonthlyEarnings(1000won),1257.0
2020,Non-regularWorker,30to39,MonthlyEarnings(1000won),1957.0
2020,Non-regularWorker,40to49,MonthlyEarnings(1000won),1770.0
2020,Non-regularWorker,50to59,MonthlyEarnings(1000won),1713.0
2020,Non-regularWorker,Above60,MonthlyEarnings(1000won),1586.0
2020,TotalWorkers,Total,MonthlySalary,2866.0
2020,TotalWorkers,Under29,MonthlySalary,2076.0
2020,TotalWorkers,30to39,MonthlySalary,3018.0
2020,TotalWorkers,40to49,MonthlySalary,3336.0
2020,TotalWorkers,50to59,MonthlySalary,3089.0
2020,TotalWorkers,Above60,MonthlySalary,2313.0
2020,RegularWorker,Total,MonthlySalary,3286.0
2020,RegularWorker,Under29,MonthlySalary,2504.0
2020,RegularWorker,30to39,MonthlySalary,3211.0
2020,RegularWorker,40to49,MonthlySalary,3664.0
2020,RegularWorker,50to59,MonthlySalary,3565.0
2020,RegularWorker,Above60,MonthlySalary,2946.0
2020,Non-regularWorker,Total,MonthlySalary,1588.0
2020,Non-regularWorker,Under29,MonthlySalary,1240.0
2020,Non-regularWorker,30to39,MonthlySalary,1902.0
2020,Non-regularWorker,40to49,MonthlySalary,1725.0
2020,Non-regularWorker,50to59,MonthlySalary,1679.0
2020,Non-regularWorker,Above60,MonthlySalary,1565.0
2020,TotalWorkers,Total,FixedSalary,2723.0
2020,TotalWorkers,Under29,FixedSalary,1953.0
2020,TotalWorkers,30to39,FixedSalary,2848.0
2020,TotalWorkers,40to49,FixedSalary,3171.0
2020,TotalWorkers,50to59,FixedSalary,2942.0
2020,TotalWorkers,Above60,FixedSalary,2247.0
2020,RegularWorker,Total,FixedSalary,3116.0
2020,RegularWorker,Under29,FixedSalary,2350.0
2020,RegularWorker,30to39,FixedSalary,3028.0
2020,RegularWorker,40to49,FixedSalary,3477.0
2020,RegularWorker,50to59,FixedSalary,3382.0
2020,RegularWorker,Above60,FixedSalary,2870.0
2020,Non-regularWorker,Total,FixedSalary,1529.0
2020,Non-regularWorker,Under29,FixedSalary,1177.0
2020,Non-regularWorker,30to39,FixedSalary,1800.0
2020,Non-regularWorker,40to49,FixedSalary,1670.0
2020,Non-regularWorker,50to59,FixedSalary,1638.0
2020,Non-regularWorker,Above60,FixedSalary,1512.0
2021,TotalWorkers,Total,ActualWorkingHours,164.2
2021,TotalWorkers,Under29,ActualWorkingHours,155.0
2021,TotalWorkers,30to39,ActualWorkingHours,174.3
2021,TotalWorkers,40to49,ActualWorkingHours,169.9
2021,TotalWorkers,50to59,ActualWorkingHours,163.7
2021,TotalWorkers,Above60,ActualWorkingHours,149.1
2021,RegularWorker,Total,ActualWorkingHours,180.2
2021,RegularWorker,Under29,ActualWorkingHours,180.1
2021,RegularWorker,30to39,ActualWorkingHours,181.3
2021,RegularWorker,40to49,ActualWorkingHours,181.0
2021,RegularWorker,50to59,ActualWorkingHours,181.0
2021,RegularWorker,Above60,ActualWorkingHours,173.2
2021,Non-regularWorker,Total,ActualWorkingHours,115.4
2021,Non-regularWorker,Under29,ActualWorkingHours,107.9
2021,Non-regularWorker,30to39,ActualWorkingHours,133.2
2021,Non-regularWorker,40to49,ActualWorkingHours,113.3
2021,Non-regularWorker,50to59,ActualWorkingHours,109.4
2021,Non-regularWorker,Above60,ActualWorkingHours,120.0
2021,TotalWorkers,Total,ContractualWorkingHours,157.2
2021,TotalWorkers,Under29,ContractualWorkingHours,148.0
2021,TotalWorkers,30to39,ContractualWorkingHours,165.7
2021,TotalWorkers,40to49,ContractualWorkingHours,162.6
2021,TotalWorkers,50to59,ContractualWorkingHours,156.9
2021,TotalWorkers,Above60,ContractualWorkingHours,145.5
2021,RegularWorker,Total,ContractualWorkingHours,172.2
2021,RegularWorker,Under29,ContractualWorkingHours,171.9
2021,RegularWorker,30to39,ContractualWorkingHours,172.5
2021,RegularWorker,40to49,ContractualWorkingHours,172.9
2021,RegularWorker,50to59,ContractualWorkingHours,172.8
2021,RegularWorker,Above60,ContractualWorkingHours,168.9
2021,Non-regularWorker,Total,ContractualWorkingHours,111.7
2021,Non-regularWorker,Under29,ContractualWorkingHours,103.2
2021,Non-regularWorker,30to39,ContractualWorkingHours,125.7
2021,Non-regularWorker,40to49,ContractualWorkingHours,110.1
2021,Non-regularWorker,50to59,ContractualWorkingHours,107.3
2021,Non-regularWorker,Above60,ContractualWorkingHours,117.3
2021,TotalWorkers,Total,Overtime,6.9
2021,TotalWorkers,Under29,Overtime,7.0
2021,TotalWorkers,30to39,Overtime,8.6
2021,TotalWorkers,40to49,Overtime,7.3
2021,TotalWorkers,50to59,Overtime,6.8
2021,TotalWorkers,Above60,Overtime,3.6
2021,RegularWorker,Total,Overtime,8.0
2021,RegularWorker,Under29,Overtime,8.2
2021,RegularWorker,30to39,Overtime,8.8
2021,RegularWorker,40to49,Overtime,8.1
2021,RegularWorker,50to59,Overtime,8.2
2021,RegularWorker,Above60,Overtime,4.3
2021,Non-regularWorker,Total,Overtime,3.7
2021,Non-regularWorker,Under29,Overtime,4.7
2021,Non-regularWorker,30to39,Overtime,7.5
2021,Non-regularWorker,40to49,Overtime,3.2
2021,Non-regularWorker,50to59,Overtime,2.1
2021,Non-regularWorker,Above60,Overtime,2.7
2021,TotalWorkers,Total,TotalHourlyEarnings,19806.0
2021,TotalWorkers,Under29,TotalHourlyEarnings,14230.0
2021,TotalWorkers,30to39,TotalHourlyEarnings,20185.0
2021,TotalWorkers,40to49,TotalHourlyEarnings,22699.0
2021,TotalWorkers,50to59,TotalHourlyEarnings,21952.0
2021,TotalWorkers,Above60,TotalHourlyEarnings,17073.0
2021,RegularWorker,Total,TotalHourlyEarnings,21230.0
2021,RegularWorker,Under29,TotalHourlyEarnings,15543.0
2021,RegularWorker,30to39,TotalHourlyEarnings,20803.0
2021,RegularWorker,40to49,TotalHourlyEarnings,23674.0
2021,RegularWorker,50to59,TotalHourlyEarnings,23395.0
2021,RegularWorker,Above60,TotalHourlyEarnings,18703.0
2021,Non-regularWorker,Total,TotalHourlyEarnings,15482.0
2021,Non-regularWorker,Under29,TotalHourlyEarnings,11764.0
2021,Non-regularWorker,30to39,TotalHourlyEarnings,16593.0
2021,Non-regularWorker,40to49,TotalHourlyEarnings,17765.0
2021,Non-regularWorker,50to59,TotalHourlyEarnings,17425.0
2021,Non-regularWorker,Above60,TotalHourlyEarnings,15105.0
2021,TotalWorkers,Total,FixedHourlyWage,17931.0
2021,TotalWorkers,Under29,FixedHourlyWage,13289.0
2021,TotalWorkers,30to39,FixedHourlyWage,17987.0
2021,TotalWorkers,40to49,FixedHourlyWage,20207.0
2021,TotalWorkers,50to59,FixedHourlyWage,19655.0
2021,TotalWorkers,Above60,FixedHourlyWage,16432.0
2021,RegularWorker,Total,FixedHourlyWage,18835.0
2021,RegularWorker,Under29,FixedHourlyWage,14210.0
2021,RegularWorker,30to39,FixedHourlyWage,18311.0
2021,RegularWorker,40to49,FixedHourlyWage,20760.0
2021,RegularWorker,50to59,FixedHourlyWage,20456.0
2021,RegularWorker,Above60,FixedHourlyWage,17734.0
2021,Non-regularWorker,Total,FixedHourlyWage,15188.0
2021,Non-regularWorker,Under29,FixedHourlyWage,11559.0
2021,Non-regularWorker,30to39,FixedHourlyWage,16104.0
2021,Non-regularWorker,40to49,FixedHourlyWage,17409.0
2021,Non-regularWorker,50to59,FixedHourlyWage,17143.0
2021,Non-regularWorker,Above60,FixedHourlyWage,14862.0
2021,TotalWorkers,Total,MonthlyEarnings(1000won),3271.0
2021,TotalWorkers,Under29,MonthlyEarnings(1000won),2265.0
2021,TotalWorkers,30to39,MonthlyEarnings(1000won),3487.0
2021,TotalWorkers,40to49,MonthlyEarnings(1000won),3853.0
2021,TotalWorkers,50to59,MonthlyEarnings(1000won),3610.0
2021,TotalWorkers,Above60,MonthlyEarnings(1000won),2511.0
2021,RegularWorker,Total,MonthlyEarnings(1000won),3795.0
2021,RegularWorker,Under29,MonthlyEarnings(1000won),2779.0
2021,RegularWorker,30to39,MonthlyEarnings(1000won),3735.0
2021,RegularWorker,40to49,MonthlyEarnings(1000won),4251.0
2021,RegularWorker,50to59,MonthlyEarnings(1000won),4195.0
2021,RegularWorker,Above60,MonthlyEarnings(1000won),3217.0
2021,Non-regularWorker,Total,MonthlyEarnings(1000won),1681.0
2021,Non-regularWorker,Under29,MonthlyEarnings(1000won),1298.0
2021,Non-regularWorker,30to39,MonthlyEarnings(1000won),2042.0
2021,Non-regularWorker,40to49,MonthlyEarnings(1000won),1839.0
2021,Non-regularWorker,50to59,MonthlyEarnings(1000won),1773.0
2021,Non-regularWorker,Above60,MonthlyEarnings(1000won),1659.0
2021,TotalWorkers,Total,MonthlySalary,2974.0
2021,TotalWorkers,Under29,MonthlySalary,2132.0
2021,TotalWorkers,30to39,MonthlySalary,3136.0
2021,TotalWorkers,40to49,MonthlySalary,3446.0
2021,TotalWorkers,50to59,MonthlySalary,3240.0
2021,TotalWorkers,Above60,MonthlySalary,2420.0
2021,RegularWorker,Total,MonthlySalary,3410.0
2021,RegularWorker,Under29,MonthlySalary,2583.0
2021,RegularWorker,30to39,MonthlySalary,3334.0
2021,RegularWorker,40to49,MonthlySalary,3773.0
2021,RegularWorker,50to59,MonthlySalary,3719.0
2021,RegularWorker,Above60,MonthlySalary,3070.0
2021,Non-regularWorker,Total,MonthlySalary,1649.0
2021,Non-regularWorker,Under29,MonthlySalary,1285.0
2021,Non-regularWorker,30to39,MonthlySalary,1990.0
2021,Non-regularWorker,40to49,MonthlySalary,1794.0
2021,Non-regularWorker,50to59,MonthlySalary,1738.0
2021,Non-regularWorker,Above60,MonthlySalary,1636.0
2021,TotalWorkers,Total,FixedSalary,2816.0
2021,TotalWorkers,Under29,FixedSalary,1999.0
2021,TotalWorkers,30to39,FixedSalary,2943.0
2021,TotalWorkers,40to49,FixedSalary,3263.0
2021,TotalWorkers,50to59,FixedSalary,3076.0
2021,TotalWorkers,Above60,FixedSalary,2349.0
2021,RegularWorker,Total,FixedSalary,3222.0
2021,RegularWorker,Under29,FixedSalary,2419.0
2021,RegularWorker,30to39,FixedSalary,3129.0
2021,RegularWorker,40to49,FixedSalary,3565.0
2021,RegularWorker,50to59,FixedSalary,3515.0
2021,RegularWorker,Above60,FixedSalary,2984.0
2021,Non-regularWorker,Total,FixedSalary,1583.0
2021,Non-regularWorker,Under29,FixedSalary,1208.0
2021,Non-regularWorker,30to39,FixedSalary,1861.0
2021,Non-regularWorker,40to49,FixedSalary,1733.0
2021,Non-regularWorker,50to59,FixedSalary,1697.0
2021,Non-regularWorker,Above60,FixedSalary,1583.0
2022,TotalWorkers,Total,ActualWorkingHours,154.9
2022,TotalWorkers,Under29,ActualWorkingHours,147.8
2022,TotalWorkers,30to39,ActualWorkingHours,163.2
2022,TotalWorkers,40to49,ActualWorkingHours,160.0
2022,TotalWorkers,50to59,ActualWorkingHours,155.1
2022,TotalWorkers,Above60,ActualWorkingHours,141.6
2022,RegularWorker,Total,ActualWorkingHours,169.0
2022,RegularWorker,Under29,ActualWorkingHours,168.2
2022,RegularWorker,30to39,ActualWorkingHours,169.4
2022,RegularWorker,40to49,ActualWorkingHours,169.4
2022,RegularWorker,50to59,ActualWorkingHours,170.4
2022,RegularWorker,Above60,ActualWorkingHours,164.8
2022,Non-regularWorker,Total,ActualWorkingHours,111.7
2022,Non-regularWorker,Under29,ActualWorkingHours,105.6
2022,Non-regularWorker,30to39,ActualWorkingHours,127.3
2022,Non-regularWorker,40to49,ActualWorkingHours,109.9
2022,Non-regularWorker,50to59,ActualWorkingHours,105.8
2022,Non-regularWorker,Above60,ActualWorkingHours,114.6
2022,TotalWorkers,Total,ContractualWorkingHours,147.4
2022,TotalWorkers,Under29,ContractualWorkingHours,140.2
2022,TotalWorkers,30to39,ContractualWorkingHours,154.3
2022,TotalWorkers,40to49,ContractualWorkingHours,151.9
2022,TotalWorkers,50to59,ContractualWorkingHours,147.5
2022,TotalWorkers,Above60,ContractualWorkingHours,137.4
2022,RegularWorker,Total,ContractualWorkingHours,160.4
2022,RegularWorker,Under29,ContractualWorkingHours,159.4
2022,RegularWorker,30to39,ContractualWorkingHours,160.3
2022,RegularWorker,40to49,ContractualWorkingHours,160.6
2022,RegularWorker,50to59,ContractualWorkingHours,161.2
2022,RegularWorker,Above60,ContractualWorkingHours,159.8
2022,Non-regularWorker,Total,ContractualWorkingHours,107.4
2022,Non-regularWorker,Under29,ContractualWorkingHours,100.2
2022,Non-regularWorker,30to39,ContractualWorkingHours,119.3
2022,Non-regularWorker,40to49,ContractualWorkingHours,105.9
2022,Non-regularWorker,50to59,ContractualWorkingHours,103.0
2022,Non-regularWorker,Above60,ContractualWorkingHours,111.5
2022,TotalWorkers,Total,Overtime,7.5
2022,TotalWorkers,Under29,Overtime,7.7
2022,TotalWorkers,30to39,Overtime,8.9
2022,TotalWorkers,40to49,Overtime,8.1
2022,TotalWorkers,50to59,Overtime,7.7
2022,TotalWorkers,Above60,Overtime,4.2
2022,RegularWorker,Total,Overtime,8.6
2022,RegularWorker,Under29,Overtime,8.8
2022,RegularWorker,30to39,Overtime,9.1
2022,RegularWorker,40to49,Overtime,8.9
2022,RegularWorker,50to59,Overtime,9.2
2022,RegularWorker,Above60,Overtime,5.0
2022,Non-regularWorker,Total,Overtime,4.3
2022,Non-regularWorker,Under29,Overtime,5.4
2022,Non-regularWorker,30to39,Overtime,8.0
2022,Non-regularWorker,40to49,Overtime,4.1
2022,Non-regularWorker,50to59,Overtime,2.8
2022,Non-regularWorker,Above60,Overtime,3.2
2022,TotalWorkers,Total,TotalHourlyEarnings,22651.0
2022,TotalWorkers,Under29,TotalHourlyEarnings,16248.0
2022,TotalWorkers,30to39,TotalHourlyEarnings,22986.0
2022,TotalWorkers,40to49,TotalHourlyEarnings,26272.0
2022,TotalWorkers,50to59,TotalHourlyEarnings,25135.0
2022,TotalWorkers,Above60,TotalHourlyEarnings,18901.0
2022,RegularWorker,Total,TotalHourlyEarnings,24409.0
2022,RegularWorker,Under29,TotalHourlyEarnings,17727.0
2022,RegularWorker,30to39,TotalHourlyEarnings,23770.0
2022,RegularWorker,40to49,TotalHourlyEarnings,27523.0
2022,RegularWorker,50to59,TotalHourlyEarnings,26923.0
2022,RegularWorker,Above60,TotalHourlyEarnings,20905.0
2022,Non-regularWorker,Total,TotalHourlyEarnings,17233.0
2022,Non-regularWorker,Under29,TotalHourlyEarnings,13176.0
2022,Non-regularWorker,30to39,TotalHourlyEarnings,18427.0
2022,Non-regularWorker,40to49,TotalHourlyEarnings,19625.0
2022,Non-regularWorker,50to59,TotalHourlyEarnings,19358.0
2022,Non-regularWorker,Above60,TotalHourlyEarnings,16575.0
2022,TotalWorkers,Total,FixedHourlyWage,20308.0
2022,TotalWorkers,Under29,FixedHourlyWage,14999.0
2022,TotalWorkers,30to39,FixedHourlyWage,20236.0
2022,TotalWorkers,40to49,FixedHourlyWage,23062.0
2022,TotalWorkers,50to59,FixedHourlyWage,22319.0
2022,TotalWorkers,Above60,FixedHourlyWage,18195.0
2022,RegularWorker,Total,FixedHourlyWage,21437.0
2022,RegularWorker,Under29,FixedHourlyWage,16037.0
2022,RegularWorker,30to39,FixedHourlyWage,20651.0
2022,RegularWorker,40to49,FixedHourlyWage,23815.0
2022,RegularWorker,50to59,FixedHourlyWage,23367.0
2022,RegularWorker,Above60,FixedHourlyWage,19814.0
2022,Non-regularWorker,Total,FixedHourlyWage,16826.0
2022,Non-regularWorker,Under29,FixedHourlyWage,12840.0
2022,Non-regularWorker,30to39,FixedHourlyWage,17819.0
2022,Non-regularWorker,40to49,FixedHourlyWage,19059.0
2022,Non-regularWorker,50to59,FixedHourlyWage,18930.0
2022,Non-regularWorker,Above60,FixedHourlyWage,16316.0
2022,TotalWorkers,Total,MonthlyEarnings(1000won),3526.0
2022,TotalWorkers,Under29,MonthlyEarnings(1000won),2471.0
2022,TotalWorkers,30to39,MonthlyEarnings(1000won),3710.0
2022,TotalWorkers,40to49,MonthlyEarnings(1000won),4195.0
2022,TotalWorkers,50to59,MonthlyEarnings(1000won),3909.0
2022,TotalWorkers,Above60,MonthlyEarnings(1000won),2645.0
2022,RegularWorker,Total,MonthlyEarnings(1000won),4078.0
2022,RegularWorker,Under29,MonthlyEarnings(1000won),2965.0
2022,RegularWorker,30to39,MonthlyEarnings(1000won),3972.0
2022,RegularWorker,40to49,MonthlyEarnings(1000won),4606.0
2022,RegularWorker,50to59,MonthlyEarnings(1000won),4522.0
2022,RegularWorker,Above60,MonthlyEarnings(1000won),3414.0
2022,Non-regularWorker,Total,MonthlyEarnings(1000won),1826.0
2022,Non-regularWorker,Under29,MonthlyEarnings(1000won),1446.0
2022,Non-regularWorker,30to39,MonthlyEarnings(1000won),2186.0
2022,Non-regularWorker,40to49,MonthlyEarnings(1000won),2010.0
2022,Non-regularWorker,50to59,MonthlyEarnings(1000won),1926.0
2022,Non-regularWorker,Above60,MonthlyEarnings(1000won),1751.0
2022,TotalWorkers,Total,MonthlySalary,3172.0
2022,TotalWorkers,Under29,MonthlySalary,2302.0
2022,TotalWorkers,30to39,MonthlySalary,3296.0
2022,TotalWorkers,40to49,MonthlySalary,3696.0
2022,TotalWorkers,50to59,MonthlySalary,3476.0
2022,TotalWorkers,Above60,MonthlySalary,2547.0
2022,RegularWorker,Total,MonthlySalary,3623.0
2022,RegularWorker,Under29,MonthlySalary,2726.0
2022,RegularWorker,30to39,MonthlySalary,3498.0
2022,RegularWorker,40to49,MonthlySalary,4026.0
2022,RegularWorker,50to59,MonthlySalary,3972.0
2022,RegularWorker,Above60,MonthlySalary,3253.0
2022,Non-regularWorker,Total,MonthlySalary,1782.0
2022,Non-regularWorker,Under29,MonthlySalary,1421.0
2022,Non-regularWorker,30to39,MonthlySalary,2119.0
2022,Non-regularWorker,40to49,MonthlySalary,1940.0
2022,Non-regularWorker,50to59,MonthlySalary,1871.0
2022,Non-regularWorker,Above60,MonthlySalary,1727.0
2022,TotalWorkers,Total,FixedSalary,2992.0
2022,TotalWorkers,Under29,FixedSalary,2144.0
2022,TotalWorkers,30to39,FixedSalary,3086.0
2022,TotalWorkers,40to49,FixedSalary,3485.0
2022,TotalWorkers,50to59,FixedSalary,3281.0
2022,TotalWorkers,Above60,FixedSalary,2463.0
2022,RegularWorker,Total,FixedSalary,3412.0
2022,RegularWorker,Under29,FixedSalary,2540.0
2022,RegularWorker,30to39,FixedSalary,3278.0
2022,RegularWorker,40to49,FixedSalary,3791.0
2022,RegularWorker,50to59,FixedSalary,3735.0
2022,RegularWorker,Above60,FixedSalary,3151.0
2022,Non-regularWorker,Total,FixedSalary,1699.0
2022,Non-regularWorker,Under29,FixedSalary,1322.0
2022,Non-regularWorker,30to39,FixedSalary,1973.0
2022,Non-regularWorker,40to49,FixedSalary,1858.0
2022,Non-regularWorker,50to59,FixedSalary,1814.0
2022,Non-regularWorker,Above60,FixedSalary,1664.0
2023,TotalWorkers,Total,ActualWorkingHours,157.6
2023,TotalWorkers,Under29,ActualWorkingHours,150.3
2023,TotalWorkers,30to39,ActualWorkingHours,168.2
2023,TotalWorkers,40to49,ActualWorkingHours,164.3
2023,TotalWorkers,50to59,ActualWorkingHours,158.7
2023,TotalWorkers,Above60,ActualWorkingHours,139.0
2023,RegularWorker,Total,ActualWorkingHours,174.5
2023,RegularWorker,Under29,ActualWorkingHours,174.0
2023,RegularWorker,30to39,ActualWorkingHours,175.1
2023,RegularWorker,40to49,ActualWorkingHours,174.9
2023,RegularWorker,50to59,ActualWorkingHours,175.4
2023,RegularWorker,Above60,ActualWorkingHours,170.9
2023,Non-regularWorker,Total,ActualWorkingHours,111.0
2023,Non-regularWorker,Under29,ActualWorkingHours,105.8
2023,Non-regularWorker,30to39,ActualWorkingHours,131.4
2023,Non-regularWorker,40to49,ActualWorkingHours,111.6
2023,Non-regularWorker,50to59,ActualWorkingHours,107.8
2023,Non-regularWorker,Above60,ActualWorkingHours,108.0
2023,TotalWorkers,Total,ContractualWorkingHours,150.3
2023,TotalWorkers,Under29,ContractualWorkingHours,143.0
2023,TotalWorkers,30to39,ContractualWorkingHours,159.2
2023,TotalWorkers,40to49,ContractualWorkingHours,156.1
2023,TotalWorkers,50to59,ContractualWorkingHours,151.3
2023,TotalWorkers,Above60,ContractualWorkingHours,135.2
2023,RegularWorker,Total,ContractualWorkingHours,165.9
2023,RegularWorker,Under29,ContractualWorkingHours,165.4
2023,RegularWorker,30to39,ContractualWorkingHours,165.7
2023,RegularWorker,40to49,ContractualWorkingHours,165.8
2023,RegularWorker,50to59,ContractualWorkingHours,166.5
2023,RegularWorker,Above60,ContractualWorkingHours,165.8
2023,Non-regularWorker,Total,ContractualWorkingHours,107.2
2023,Non-regularWorker,Under29,ContractualWorkingHours,101.0
2023,Non-regularWorker,30to39,ContractualWorkingHours,123.7
2023,Non-regularWorker,40to49,ContractualWorkingHours,108.3
2023,Non-regularWorker,50to59,ContractualWorkingHours,105.3
2023,Non-regularWorker,Above60,ContractualWorkingHours,105.4
2023,TotalWorkers,Total,Overtime,7.4
2023,TotalWorkers,Under29,Overtime,7.3
2023,TotalWorkers,30to39,Overtime,9.1
2023,TotalWorkers,40to49,Overtime,8.1
2023,TotalWorkers,50to59,Overtime,7.4
2023,TotalWorkers,Above60,Overtime,3.8
2023,RegularWorker,Total,Overtime,8.6
2023,RegularWorker,Under29,Overtime,8.7
2023,RegularWorker,30to39,Overtime,9.3
2023,RegularWorker,40to49,Overtime,9.1
2023,RegularWorker,50to59,Overtime,8.9
2023,RegularWorker,Above60,Overtime,5.1
2023,Non-regularWorker,Total,Overtime,3.8
2023,Non-regularWorker,Under29,Overtime,4.8
2023,Non-regularWorker,30to39,Overtime,7.8
2023,Non-regularWorker,40to49,Overtime,3.4
2023,Non-regularWorker,50to59,Overtime,2.6
2023,Non-regularWorker,Above60,Overtime,2.5
2023,TotalWorkers,Total,TotalHourlyEarnings,22878.0
2023,TotalWorkers,Under29,TotalHourlyEarnings,16625.0
2023,TotalWorkers,30to39,TotalHourlyEarnings,23580.0
2023,TotalWorkers,40to49,TotalHourlyEarnings,26818.0
2023,TotalWorkers,50to59,TotalHourlyEarnings,25374.0
2023,TotalWorkers,Above60,TotalHourlyEarnings,18876.0
2023,RegularWorker,Total,TotalHourlyEarnings,24799.0
2023,RegularWorker,Under29,TotalHourlyEarnings,18302.0
2023,RegularWorker,30to39,TotalHourlyEarnings,24481.0
2023,RegularWorker,40to49,TotalHourlyEarnings,28132.0
2023,RegularWorker,50to59,TotalHourlyEarnings,27182.0
2023,RegularWorker,Above60,TotalHourlyEarnings,20744.0
2023,Non-regularWorker,Total,TotalHourlyEarnings,17586.0
2023,Non-regularWorker,Under29,TotalHourlyEarnings,13472.0
2023,Non-regularWorker,30to39,TotalHourlyEarnings,18725.0
2023,Non-regularWorker,40to49,TotalHourlyEarnings,20326.0
2023,Non-regularWorker,50to59,TotalHourlyEarnings,19878.0
2023,Non-regularWorker,Above60,TotalHourlyEarnings,17054.0
2023,TotalWorkers,Total,FixedHourlyWage,20485.0
2023,TotalWorkers,Under29,FixedHourlyWage,15346.0
2023,TotalWorkers,30to39,FixedHourlyWage,20652.0
2023,TotalWorkers,40to49,FixedHourlyWage,23386.0
2023,TotalWorkers,50to59,FixedHourlyWage,22568.0
2023,TotalWorkers,Above60,FixedHourlyWage,18217.0
2023,RegularWorker,Total,FixedHourlyWage,21676.0
2023,RegularWorker,Under29,FixedHourlyWage,16511.0
2023,RegularWorker,30to39,FixedHourlyWage,21126.0
2023,RegularWorker,40to49,FixedHourlyWage,24117.0
2023,RegularWorker,50to59,FixedHourlyWage,23578.0
2023,RegularWorker,Above60,FixedHourlyWage,19661.0
2023,Non-regularWorker,Total,FixedHourlyWage,17204.0
2023,Non-regularWorker,Under29,FixedHourlyWage,13155.0
2023,Non-regularWorker,30to39,FixedHourlyWage,18098.0
2023,Non-regularWorker,40to49,FixedHourlyWage,19779.0
2023,Non-regularWorker,50to59,FixedHourlyWage,19501.0
2023,Non-regularWorker,Above60,FixedHourlyWage,16808.0
2023,TotalWorkers,Total,MonthlyEarnings(1000won),3640.0
2023,TotalWorkers,Under29,MonthlyEarnings(1000won),2580.0
2023,TotalWorkers,30to39,MonthlyEarnings(1000won),3929.0
2023,TotalWorkers,40to49,MonthlyEarnings(1000won),4406.0
2023,TotalWorkers,50to59,MonthlyEarnings(1000won),4043.0
2023,TotalWorkers,Above60,MonthlyEarnings(1000won),2612.0
2023,RegularWorker,Total,MonthlyEarnings(1000won),4280.0
2023,RegularWorker,Under29,MonthlyEarnings(1000won),3166.0
2023,RegularWorker,30to39,MonthlyEarnings(1000won),4225.0
2023,RegularWorker,40to49,MonthlyEarnings(1000won),4862.0
2023,RegularWorker,50to59,MonthlyEarnings(1000won),4708.0
2023,RegularWorker,Above60,MonthlyEarnings(1000won),3519.0
2023,Non-regularWorker,Total,MonthlyEarnings(1000won),1876.0
2023,Non-regularWorker,Under29,MonthlyEarnings(1000won),1480.0
2023,Non-regularWorker,30to39,MonthlyEarnings(1000won),2332.0
2023,Non-regularWorker,40to49,MonthlyEarnings(1000won),2150.0
2023,Non-regularWorker,50to59,MonthlyEarnings(1000won),2024.0
2023,Non-regularWorker,Above60,MonthlyEarnings(1000won),1726.0
2023,TotalWorkers,Total,MonthlySalary,3267.0
2023,TotalWorkers,Under29,MonthlySalary,2397.0
2023,TotalWorkers,30to39,MonthlySalary,3471.0
2023,TotalWorkers,40to49,MonthlySalary,3857.0
2023,TotalWorkers,50to59,MonthlySalary,3602.0
2023,TotalWorkers,Above60,MonthlySalary,2518.0
2023,RegularWorker,Total,MonthlySalary,3787.0
2023,RegularWorker,Under29,MonthlySalary,2899.0
2023,RegularWorker,30to39,MonthlySalary,3697.0
2023,RegularWorker,40to49,MonthlySalary,4217.0
2023,RegularWorker,50to59,MonthlySalary,4137.0
2023,RegularWorker,Above60,MonthlySalary,3356.0
2023,Non-regularWorker,Total,MonthlySalary,1832.0
2023,Non-regularWorker,Under29,MonthlySalary,1454.0
2023,Non-regularWorker,30to39,MonthlySalary,2255.0
2023,Non-regularWorker,40to49,MonthlySalary,2078.0
2023,Non-regularWorker,50to59,MonthlySalary,1976.0
2023,Non-regularWorker,Above60,MonthlySalary,1701.0
2023,TotalWorkers,Total,FixedSalary,3085.0
2023,TotalWorkers,Under29,FixedSalary,2242.0
2023,TotalWorkers,30to39,FixedSalary,3256.0
2023,TotalWorkers,40to49,FixedSalary,3635.0
2023,TotalWorkers,50to59,FixedSalary,3404.0
2023,TotalWorkers,Above60,FixedSalary,2436.0
2023,RegularWorker,Total,FixedSalary,3568.0
2023,RegularWorker,Under29,FixedSalary,2711.0
2023,RegularWorker,30to39,FixedSalary,3468.0
