1994 Total,1994 Male,1994 Female,1995 Total ,1995 Male,1995 Female,1996 Total,1996 Male,1996 Female,1997 Total,1997 Male,1997 Female,1998 Total,1998 Male,1998 Female,1999 Total,1999 Male,1999 Female,2000 Total,2000 Male,2000 Female,2001 Total,2001 Male,2001 Female,2002 Total,2002 Male,2002 Female,2003 Total,2003 Male,2003 Female,2004 Total,2004 Male,2004 Female,2005 Total,2005 Male,2005 Female,2006 Total,2006 Male,2006 Female,2007 Total,2007 Male,2007 Female,2008 Total,2008 Male,2008 Female,2009 Total,2009 Male,2009 Female,2010 Total,2010 Male,2010 Female,2011 Total,2011 Male,2011 Female,2012 Total,2012 Male,2012 Female ,2013 Total,2013 Male,2013 Female,2014 Total,2014 Male,2014 Female,2015 Total,2015 Male,2015 Female,2016 Total,2016 Male,2016 Female,2017 Total,2017 Male,2017 Female,2018 Total,2018 Male,2018 Female,2019 Total,2019 Male,2019 Female,2020 Total,2020 Male,2020 Female,2021 Total,2021 Male,2021 Female,2022 Total,2022 Male,2022 Female
2.5,2.8,2.0,2.1,2.3,1.7,2.0,2.4,1.6,2.6,2.8,2.3,7.0,7.8,5.7,6.3,7.2,5.1,4.4,5.0,3.6,4.0,4.5,3.3,3.3,3.6,2.7,3.6,3.8,3.3,3.7,3.9,3.4,3.7,4.0,3.4,3.5,3.9,3.0,3.2,3.7,2.7,3.2,3.6,2.6,3.6,4.1,3.0,3.7,4.0,3.3,3.4,3.6,3.1,3.2,3.4,3.0,3.1,3.3,2.8,3.5,3.5,3.5,3.6,3.6,3.5,3.7,3.8,3.6,3.7,3.8,3.5,3.8,3.9,3.7,3.8,3.9,3.6,4.0,3.9,4.0,3.7,3.6,3.8,2.9,2.7,3.1
